,PV[kW],EL[kW],Import[kW],Export[kW],Battery[kWh],P_charge_battery[kW],T_tank[*C],P_waterheater[kW],T_house[*C],Q_spaceheater[kW],Q_aircon[kW]
56,0.0,0.34,45.44623583333333,1.7763568394002505e-13,100.0,20.0,52.73695098931108,4.999999999999816,22.0,0.0,31.870750000000125
57,0.0,0.34,5.446434166666666,1.8474111129762605e-13,97.0,-20.0,52.973451424273094,4.999999999999816,22.0,0.0,31.930250000000136
58,0.0,0.34,45.67488661975335,1.7763568394002505e-13,100.0,20.0,53.20993070693861,4.999999999999816,21.315195140739927,0.0,100.4659859260073
59,0.0,0.34,0.0,1.0769163338864018e-14,99.949,-0.3400000000000108,53.207228769364725,0.0,21.664749347258486,0.0,0.0
60,0.0,0.34,0.0,1.0769163338864018e-14,99.898,-0.3400000000000108,53.20452707344868,0.0,22.0,0.0,0.0
61,0.0,0.18,0.0,2.1926904736346842e-14,99.854924375,-0.2871708333333555,53.20182561916886,0.0,22.0,0.0,32.151250000000076
62,0.0,0.18,0.0,0.0,99.811821125,-0.2873549999999998,53.199124406503664,0.0,22.0,0.0,32.20650000000014
63,0.0,0.18,0.0,1.609823385706477e-15,99.768692375,-0.28752500000000175,53.19642343543147,0.0,22.0,0.0,32.25750000000005
64,0.0,0.18,0.0,4.440892098500626e-16,99.725536,-0.28770916666666757,53.19372270593067,0.0,22.0,0.0,32.312750000000136
65,0.0,0.18,0.0,0.0,99.682354125,-0.28787916666666646,53.19102221797967,0.0,22.0,0.0,32.363750000000024
66,0.0,0.18,0.0,0.0,99.63914675000001,-0.28804916666666713,53.18832197155685,0.0,22.0,0.0,32.41475000000014
67,0.0,0.18,0.0,0.0,99.59591600000002,-0.2882049999999996,53.18562196664063,0.0,22.0,0.0,32.46150000000014
68,0.0,0.18,0.0,3.3306690738754696e-16,99.55265975000002,-0.28837500000000027,53.182922203209394,0.0,22.0,0.0,32.51249999999999
69,0.0,0.18,0.0,2.3869795029440866e-14,99.50938012500002,-0.2885308333333577,53.180222681241546,0.0,22.0,0.0,32.55925000000015
70,0.0,0.18,0.0,0.0,99.46607712500003,-0.288686666666667,53.17752340071549,0.0,22.0,0.0,32.60600000000014
71,0.0,0.05,0.0,1.1102230246251565e-16,99.44225075000003,-0.15884250000000044,53.17482436160964,0.0,22.0,0.0,32.6527500000001
72,0.0,0.05,0.0,2.967071033310731e-14,99.41840100000003,-0.15899833333336305,53.172125563902384,0.0,22.0,0.0,32.699500000000015
73,0.0,0.05,0.0,5.551115123125783e-17,99.39452787500002,-0.15915416666666715,53.169427007572146,0.0,22.0,0.0,32.74625000000013
74,0.0,0.05,0.0,1.1657341758564144e-15,99.37063350000004,-0.15929583333333497,53.166728692597346,0.0,22.0,0.0,32.78875000000014
75,0.0,0.05,0.0,3.0003777240494856e-14,99.34671575000003,-0.1594516666666971,53.16403061895638,0.0,22.0,0.0,32.83550000000013
76,0.0,0.05,0.0,2.1760371282653068e-14,99.32277675000003,-0.15959333333335557,53.16133278662767,0.0,22.0,0.0,32.87800000000014
77,0.0,0.05,0.0,1.0824674490095276e-15,99.29881862500004,-0.15972083333333487,53.15863519558963,0.0,22.0,0.0,32.91625000000013
78,0.0,0.05,0.0,6.017408793468348e-14,99.27483925000003,-0.15986250000006058,53.155937845820695,0.0,22.0,0.0,32.95875000000012
79,0.0,0.05,0.0,5.19306819768417e-14,99.25083862500001,-0.16000416666671904,53.153240737299264,0.0,22.0,0.0,33.00125000000014
80,0.0,0.05,0.0,1.2212453270876722e-15,99.22681887500002,-0.16013166666666834,53.15054387000377,0.0,22.0,0.0,33.03950000000013
81,0.0,0.05,0.0,1.071365218763276e-14,99.20278000000002,-0.16025916666667736,53.14784724391264,0.0,22.0,0.0,33.077749999999995
82,0.0,0.05,0.0,5.703770789011742e-14,99.17872200000002,-0.16038666666672388,53.1451508590043,0.0,22.0,0.0,33.11600000000006
83,0.0,0.05,0.0,1.1102230246251565e-16,99.15464487500002,-0.16051416666666718,53.14245471525719,0.0,22.0,0.0,33.15425000000012
84,0.0,0.05,0.0,0.0,99.13055075000003,-0.16062750000000037,53.13975881264971,0.0,22.0,0.0,33.18825000000014
85,0.0,0.05,0.0,1.1102230246251565e-16,99.10643750000003,-0.16075499999999998,53.137063151160326,0.0,22.0,0.0,33.22649999999996
86,0.0,0.05,0.0,0.0,99.08230725000004,-0.16086833333333317,53.13436773076746,0.0,22.0,0.0,33.26050000000009
87,0.0,0.05,0.0,4.929390229335695e-14,99.05816000000003,-0.16098166666671643,53.13167255144954,0.0,22.0,0.0,33.29450000000014
88,0.0,0.05,0.0,1.6237011735142914e-14,99.03399575000003,-0.16109500000001625,53.128977613185015,0.0,22.0,0.0,33.328500000000005
89,0.0,0.05,0.0,3.699818229563334e-14,99.00981662500003,-0.16119416666670414,53.126282915952316,0.0,22.0,0.0,33.35825000000015
90,0.0,0.05,0.0,3.9968028886505635e-15,98.98562050000002,-0.16130750000000396,53.123588459729895,0.0,22.0,0.0,33.39224999999999
91,0.0,0.05,0.0,2.475797344914099e-14,98.96140950000002,-0.16140666666669184,53.1208942444962,0.0,22.0,0.0,33.42200000000013
92,0.0,0.05,0.0,4.624078897563777e-14,98.93718362500002,-0.16150583333337973,53.118200270229664,0.0,22.0,0.0,33.45175000000005
93,0.0,0.05,0.0,6.714073741420634e-14,98.912942875,-0.1616050000000676,53.11550653690874,0.0,22.0,0.0,33.48150000000014
94,0.0,0.05,0.0,0.0,98.88868725,-0.16170416666666654,53.11281304451188,0.0,22.0,0.0,33.5112500000001
95,0.0,0.05,0.0,2.992051051364797e-14,98.86441887500001,-0.16178916666669668,53.110119793017546,0.0,22.0,0.0,33.536750000000026
96,0.0,0.05,0.0,5.076494780098528e-14,98.840135625,-0.16188833333338457,53.107426782404175,0.0,22.0,0.0,33.56650000000015
97,0.0,0.05,0.0,1.6653345369377348e-16,98.815839625,-0.16197333333333397,53.104734012650226,0.0,22.0,0.0,33.592000000000134
98,0.0,0.05,0.0,7.216449660063518e-16,98.791530875,-0.1620583333333343,53.10204148373417,0.0,22.0,0.0,33.61750000000008
99,0.0,0.05,0.0,6.400435736964027e-14,98.7672115,-0.1621291666667309,53.09934919563445,0.0,22.0,0.0,33.63875000000007
100,0.0,0.05,0.0,5.440092820663267e-15,98.742879375,-0.1622141666666721,53.09665714832954,0.0,22.0,0.0,33.664249999999996
101,0.0,0.05,0.0,1.3877787807814457e-15,98.718536625,-0.16228500000000134,53.09396534179789,0.0,22.0,0.0,33.68549999999999
102,0.0,0.05,0.0,5.551115123125783e-16,98.69418112500001,-0.162370000000001,53.09127377601798,0.0,22.0,0.0,33.71100000000013
103,0.0,0.05,0.0,1.0824674490095276e-15,98.66981500000001,-0.16244083333333492,53.088582450968275,0.0,22.0,0.0,33.73225000000015
104,0.0,0.05,0.0,7.216449660063518e-16,98.64544037500002,-0.16249750000000063,53.08589136662724,0.0,22.0,0.0,33.749249999999975
105,0.0,0.05,0.0,0.0,98.62105512500003,-0.16256833333333276,53.083200522973335,0.0,22.0,0.0,33.77049999999997
106,0.0,0.05,0.0,3.544387006115812e-14,98.59666137500001,-0.16262500000003557,53.080509919985055,0.0,22.0,0.0,33.78750000000004
107,0.0,0.05,0.0,3.13915560212763e-14,98.57225700000001,-0.16269583333336482,53.07781955764087,0.0,22.0,0.0,33.80875000000003
108,0.0,0.05,0.0,0.0,98.54784412500001,-0.16275249999999986,53.075129435919244,0.0,22.0,0.0,33.8257500000001
109,0.0,0.05,0.0,1.6653345369377348e-16,98.52342275000002,-0.16280916666666734,53.07243955479868,0.0,22.0,0.0,33.842750000000144
110,0.0,0.05,0.0,1.2212453270876722e-15,98.49899500000002,-0.1628516666666684,53.069749914257635,0.0,22.0,0.0,33.85550000000015
111,0.0,0.05,0.0,1.915134717478395e-14,98.47455875000001,-0.16290833333335253,53.067060514274594,0.0,22.0,0.0,33.87250000000002
112,0.0,0.05,0.0,0.0,98.45011612500002,-0.16295083333333338,53.06437135482806,0.0,22.0,0.0,33.885250000000134
113,0.0,0.05,0.0,6.106226635438361e-16,98.42566712500003,-0.16299333333333443,53.06168243589651,0.0,22.0,0.0,33.89800000000014
114,0.0,0.05,0.0,6.544764730165298e-14,98.40121175000002,-0.16303583333339905,53.058993757458424,0.0,22.0,0.0,33.91075000000008
115,0.0,0.05,0.0,3.5860203695392556e-14,98.37675000000002,-0.16307833333336963,53.0563053194923,0.0,22.0,0.0,33.92350000000013
116,0.0,0.05,0.0,6.136757768615553e-14,98.352284,-0.16310666666672827,53.053617121976636,0.0,22.0,0.0,33.93200000000007
117,0.0,0.05,0.0,3.1807889655510735e-14,98.327811625,-0.16314916666669887,53.050929164889915,0.0,22.0,0.0,33.94475000000013
118,0.0,0.05,0.0,5.728750807065808e-14,98.30333499999999,-0.1631775000000575,53.04824144821064,0.0,22.0,0.0,33.95325000000007
119,0.0,0.05,0.0,5.551115123125783e-16,98.278854125,-0.16320583333333438,53.04555397191731,0.0,22.0,0.0,33.961750000000144
120,0.0,0.05,0.0,1.1102230246251565e-16,98.254369,-0.16323416666666724,53.04286673598841,0.0,22.0,0.0,33.970250000000135
121,0.0,0.05,0.0,5.320743845516063e-14,98.22988174999999,-0.16324833333338676,53.040179740402465,0.0,22.0,0.0,33.97450000000006
122,0.0,0.05,0.0,1.1657341758564144e-15,98.20539025000001,-0.1632766666666683,53.03749298513797,0.0,22.0,0.0,33.98300000000014
123,0.0,0.18,0.0,0.0,98.16139662500001,-0.2932908333333337,53.034806470173436,0.0,22.0,0.0,33.98725000000014
124,0.0,0.18,0.0,4.4353409833775004e-14,98.117400875,-0.2933050000000448,53.03212019548736,0.0,22.0,0.0,33.99150000000013
125,0.0,0.18,0.0,0.0,98.073403,-0.2933191666666666,53.029434161058255,0.0,22.0,0.0,33.99575000000006
126,0.0,0.18,0.0,0.0,98.02940512500001,-0.2933191666666666,53.02674836686464,0.0,22.0,0.0,33.99575000000006
127,0.0,0.18,0.0,0.0,97.98540512500001,-0.293333333333333,53.02406281288502,0.0,22.0,0.0,33.999999999999986
128,0.0,0.18,0.0,0.0,97.94140512500002,-0.293333333333333,53.02137749909791,0.0,22.0,0.0,33.999999999999986
129,0.0,0.18,0.0,0.0,97.89740512500003,-0.293333333333333,53.01869242548184,0.0,22.0,0.0,33.999999999999986
130,0.0,0.18,0.0,0.0,97.85340512500004,-0.293333333333333,53.01600759201531,0.0,22.0,0.0,33.999999999999986
131,0.0,0.18,0.0,0.0,97.80940512500005,-0.293333333333333,53.01332299867686,0.0,22.0,0.0,33.999999999999986
132,0.0,0.18,0.0,0.0,97.76540725000005,-0.2933191666666666,53.010638645445006,0.0,22.0,0.0,33.99575000000006
133,0.0,0.18,0.0,4.4353409833775004e-14,97.72141150000004,-0.2933050000000448,53.00795453229827,0.0,22.0,0.0,33.99150000000013
134,0.0,0.18,0.0,0.0,97.67741787500005,-0.2932908333333337,53.005270659215185,0.0,22.0,0.0,33.98725000000014
135,0.0,0.18,0.0,1.8984813721090177e-14,97.63342637500006,-0.2932766666666861,53.00258702617427,0.0,22.0,0.0,33.98300000000014
136,0.0,0.18,0.0,8.881784197001252e-16,97.58943700000006,-0.29326250000000087,52.99990363315407,0.0,22.0,0.0,33.97874999999999
137,0.0,0.18,0.0,8.881784197001252e-16,97.54544975000006,-0.29324833333333444,52.99722048013311,0.0,22.0,0.0,33.97450000000006
138,0.0,0.18,0.0,1.1102230246251565e-15,97.50146675000006,-0.2932200000000016,52.99453756708992,0.0,22.0,0.0,33.96600000000014
139,0.0,0.18,0.0,3.3306690738754696e-16,97.45748800000007,-0.29319166666666696,52.99185489400305,0.0,22.0,0.0,33.957499999999996
140,0.0,0.18,0.0,5.2513549064769904e-14,97.41351350000006,-0.2931633333333863,52.98917246085102,0.0,22.0,0.0,33.94900000000014
141,0.0,0.05,0.0,5.551115123125783e-17,97.38904325000007,-0.16313500000000047,52.98649026761238,0.0,22.0,0.0,33.94050000000013
142,0.0,0.05,0.0,7.216449660063518e-16,97.36457937500008,-0.1630925000000012,52.98380831426569,0.0,22.0,0.0,33.927750000000145
143,0.0,0.05,0.0,1.2212453270876722e-15,97.34011975000008,-0.16306416666666834,52.98112660078946,0.0,22.0,0.0,33.91925000000013
144,0.0,0.05,0.0,1.1102230246251565e-16,97.31566650000008,-0.1630216666666673,52.97844512716226,0.0,22.0,0.0,33.90650000000015
145,0.0,0.05,0.0,1.504352198367087e-14,97.29121962500008,-0.16297916666668175,52.97576389336264,0.0,22.0,0.0,33.89375000000001
146,0.0,0.05,0.0,4.4048098502003086e-14,97.26677912500007,-0.16293666666671117,52.97308289936914,0.0,22.0,0.0,33.88100000000014
147,0.0,0.05,0.0,7.216449660063518e-16,97.24234500000009,-0.16289416666666767,52.97040214516031,0.0,22.0,0.0,33.86825000000009
148,0.0,0.05,0.0,2.3203661214665772e-14,97.21791937500008,-0.16283750000002328,52.96772163071471,0.0,22.0,0.0,33.85125000000002
149,0.0,0.05,0.0,6.106226635438361e-16,97.19350225000008,-0.16278083333333448,52.9650413560109,0.0,22.0,0.0,33.834250000000154
150,0.0,0.05,0.0,5.6343818499726694e-14,97.16909362500007,-0.16272416666672346,52.96236132102742,0.0,22.0,0.0,33.81725000000013
151,0.0,0.05,0.0,5.717648576819556e-15,97.14469350000007,-0.16266750000000615,52.95968152574285,0.0,22.0,0.0,33.80025000000013
152,0.0,0.05,0.0,1.1102230246251565e-16,97.12030187500008,-0.16261083333333382,52.95700197013575,0.0,22.0,0.0,33.78325000000011
153,0.0,0.05,0.0,0.0,97.09592087500009,-0.1625399999999999,52.954322654184665,0.0,22.0,0.0,33.762000000000114
154,0.0,0.05,0.0,4.360400929215302e-14,97.07154837500008,-0.16248333333337708,52.95164357786818,0.0,22.0,0.0,33.74500000000005
155,0.0,0.05,0.0,4.7684078907650473e-14,97.04718650000008,-0.16241250000004787,52.94896474116486,0.0,22.0,0.0,33.72375000000005
156,0.0,0.05,0.0,5.1764148523147924e-14,97.02283525000007,-0.16234166666671862,52.94628614405325,0.0,22.0,0.0,33.70250000000006
157,0.0,0.05,0.0,7.216449660063518e-16,96.99849675000007,-0.16225666666666783,52.943607786511954,0.0,22.0,0.0,33.677000000000135
158,0.0,0.05,0.0,1.1102230246251565e-16,96.97416887500007,-0.16218583333333392,52.94092966851954,0.0,22.0,0.0,33.65575000000014
159,0.0,0.05,0.0,3.852473895449293e-14,96.94985375000007,-0.16210083333337227,52.93825179005456,0.0,22.0,0.0,33.63025000000013
160,0.0,0.05,0.0,4.2577052994374753e-14,96.92554925000006,-0.16203000000004303,52.935574151095615,0.0,22.0,0.0,33.60900000000014
161,0.0,0.05,0.0,6.106226635438361e-16,96.90125750000007,-0.16194500000000112,52.932896751621264,0.0,22.0,0.0,33.58350000000014
162,0.0,0.05,0.0,7.216449660063518e-16,96.87698062500007,-0.16184583333333435,52.930219591610104,0.0,22.0,0.0,33.55375000000009
163,0.0,0.05,0.0,4.3021142204224816e-15,96.85271650000007,-0.16176083333333804,52.92754267104071,0.0,22.0,0.0,33.52825000000013
164,0.0,0.05,0.0,5.551115123125783e-17,96.82846725000007,-0.16166166666666726,52.92486598989168,0.0,22.0,0.0,33.49850000000016
165,0.0,0.05,0.0,4.216071936014032e-14,96.80423075000007,-0.16157666666670897,52.92218954814158,0.0,22.0,0.0,33.47300000000004
166,0.0,0.05,0.0,2.0594637106796654e-14,96.78000912500006,-0.1614775000000211,52.91951334576901,0.0,22.0,0.0,33.44325000000015
167,0.0,0.05,0.0,1.1102230246251565e-16,96.75580237500006,-0.1613783333333334,52.91683738275256,0.0,22.0,0.0,33.413499999999985
168,0.0,0.05,0.0,3.291811268013589e-14,96.73161262500005,-0.16126500000003338,52.914161659070814,0.0,22.0,0.0,33.37950000000014
169,0.0,0.05,0.0,1.2156942119645464e-14,96.70743775000005,-0.1611658333333455,52.911486174702375,0.0,22.0,0.0,33.34975
170,0.0,0.05,0.0,4.524158825347513e-14,96.68327987500005,-0.16105250000004567,52.90881092962584,0.0,22.0,0.0,33.315750000000136
171,0.0,0.05,0.0,1.1102230246251565e-16,96.65913900000007,-0.16093916666666708,52.906135923819804,0.0,22.0,0.0,33.28175000000009
172,0.0,0.05,0.0,5.551115123125783e-17,96.63501512500007,-0.1608258333333339,52.90346115726286,0.0,22.0,0.0,33.24775000000015
173,0.0,0.05,0.0,1.0880185641326534e-14,96.61090825000007,-0.16071250000001142,52.90078662993363,0.0,22.0,0.0,33.213750000000154
174,0.0,0.05,0.0,7.216449660063518e-16,96.58682050000007,-0.1605850000000011,52.89811234181069,0.0,22.0,0.0,33.17550000000011
175,0.0,0.05,0.0,0.0,96.56274975000007,-0.16047166666666612,52.89543829287266,0.0,22.0,0.0,33.14149999999998
176,0.0,0.05,0.0,1.1657341758564144e-15,96.53869812500008,-0.1603441666666683,52.89276448309816,0.0,22.0,0.0,33.10325000000014
177,0.0,0.05,0.0,3.960720640350246e-14,96.51466562500006,-0.16021666666670675,52.89009091246579,0.0,22.0,0.0,33.06500000000015
178,0.0,0.21,0.0,2.7755575615628914e-16,96.46665225000007,-0.3200891666666674,52.88741758095415,0.0,22.0,0.0,33.02675000000015
179,0.0,0.21,0.0,9.43689570931383e-16,96.41866012500007,-0.3199475000000014,52.88474448854186,0.0,22.0,0.0,32.98425000000014
180,0.0,0.21,0.0,0.0,96.37068712500007,-0.31982,52.882071635207545,0.0,22.0,0.0,32.9460000000001
181,0.0,0.21,0.0,2.7755575615628914e-16,96.3227353750001,-0.31967833333333395,52.8793990209298,0.0,22.0,0.0,32.90350000000011
182,0.0,0.21,0.0,8.881784197001252e-16,96.2748048750001,-0.3195366666666679,52.87672664568728,0.0,22.0,0.0,32.86100000000012
183,0.0,0.21,0.0,0.0,96.2268956250001,-0.3193950000000001,52.87405450945857,0.0,22.0,0.0,32.81850000000013
184,0.0,0.21,0.0,2.7755575615628914e-16,96.1790076250001,-0.31925333333333406,52.87138261222231,0.0,22.0,0.0,32.77600000000014
185,0.0,0.21,0.0,3.9745984281580604e-14,96.1311430000001,-0.31909750000004017,52.86871095395712,0.0,22.0,0.0,32.729250000000135
186,0.0,0.21,0.0,2.220446049250313e-16,96.0833017500001,-0.31894166666666734,52.86603953464164,0.0,22.0,0.0,32.68250000000015
187,0.0,0.21,0.0,3.114175584073564e-14,96.0354838750001,-0.3187858333333646,52.86336835425447,0.0,22.0,0.0,32.63575000000003
188,0.0,0.21,0.0,2.7755575615628914e-16,95.9876893750001,-0.31863000000000063,52.860697412774265,0.0,22.0,0.0,32.58900000000011
189,0.0,0.21,0.0,2.1926904736346842e-14,95.9399182500001,-0.318474166666689,52.85802671017965,0.0,22.0,0.0,32.54225000000013
190,0.0,0.21,0.0,1.1102230246251565e-16,95.8921705000001,-0.3183183333333339,52.85535624644927,0.0,22.0,0.0,32.49550000000014
191,0.0,0.21,0.0,0.0,95.84444825000011,-0.31814833333333326,52.852686021561745,0.0,22.0,0.0,32.444500000000076
192,0.0,0.21,0.0,5.051514762044462e-14,95.79675150000011,-0.3179783333333843,52.85001603549572,0.0,22.0,0.0,32.393500000000145
193,0.0,0.21,0.0,3.375077994860476e-14,95.7490802500001,-0.31780833333336717,52.847346288229836,0.0,22.0,0.0,32.34250000000003
194,0.0,0.21,0.0,1.6264767310758543e-14,95.7014345000001,-0.31763833333335006,52.84467677974273,0.0,22.0,0.0,32.29150000000014
195,0.0,0.21,0.0,8.881784197001252e-16,95.6538142500001,-0.31746833333333413,52.84200751001305,0.0,22.0,0.0,32.24049999999998
196,0.0,0.21,0.0,3.674838211509268e-14,95.60622162500009,-0.3172841666667039,52.83933847901944,0.0,22.0,0.0,32.185250000000146
197,0.0,0.21,0.0,2.0039525594484076e-14,95.55865450000009,-0.31711416666668674,52.83666968674056,0.0,22.0,0.0,32.13425000000001
198,0.0,0.21,0.0,5.728750807065808e-14,95.51111500000009,-0.31693000000005767,52.834001133155034,0.0,22.0,0.0,32.07900000000012
