,PV[kW],EL[kW],Import[kW],Export[kW],Battery[kWh],P_charge_battery[kW],T_tank[*C],P_waterheater[kW],T_house[*C],Q_spaceheater[kW],Q_aircon[kW]
2934,0.0,0.88,0.0,0.0,12.257922572627454,-0.985853333333333,49.15563648050593,0.0,22.0,0.0,31.75600000000003
2935,0.0,0.88,0.0,2.4424906541753444e-15,12.110014822627454,-0.9860516666666694,49.153297153823544,0.0,22.0,0.0,31.815500000000085
2936,0.0,0.88,0.0,0.0,11.962079447627454,-0.9862358333333336,49.150958036367555,0.0,22.0,0.0,31.870750000000125
2937,0.0,0.88,0.0,7.105427357601002e-15,11.814114322627454,-0.9864341666666743,49.14861912811923,0.0,22.0,0.0,31.930250000000136
2938,0.0,0.74,0.0,2.220446049250313e-16,11.687121572627454,-0.8466183333333337,49.14628042905987,0.0,22.0,0.0,31.985500000000044
2939,0.0,0.74,0.0,4.6629367034256575e-15,11.560099072627454,-0.8468166666666717,49.14394193917077,0.0,22.0,0.0,32.0450000000001
2940,0.0,0.74,0.0,5.551115123125783e-16,11.433048947627453,-0.8470008333333343,49.14160365843322,0.0,22.0,0.0,32.100250000000145
2941,0.0,0.74,0.0,1.1102230246251565e-15,11.305973322627453,-0.8471708333333346,49.13926558682849,0.0,22.0,0.0,32.151250000000076
2942,0.0,0.74,0.0,0.0,11.178870072627452,-0.8473550000000003,49.136927724337916,0.0,22.0,0.0,32.20650000000014
2943,0.0,0.74,0.0,7.771561172376096e-16,11.051741322627453,-0.847525000000001,49.134590070942764,0.0,22.0,0.0,32.25750000000005
2944,0.0,0.74,0.0,1.7763568394002505e-15,10.924584947627453,-0.8477091666666688,49.132252626624336,0.0,22.0,0.0,32.312750000000136
2945,0.0,0.74,0.0,2.3314683517128287e-15,10.797403072627453,-0.8478791666666691,49.12991539136395,0.0,22.0,0.0,32.363750000000024
2946,0.0,0.74,0.0,2.4424906541753444e-15,10.670195697627452,-0.8480491666666695,49.12757836514289,0.0,22.0,0.0,32.41475000000014
2947,0.0,0.6,0.0,0.0,10.563964947627452,-0.7082049999999998,49.12524154794247,0.0,22.0,0.0,32.46150000000014
2948,0.0,0.6,0.0,2.220446049250313e-16,10.457708697627453,-0.7083750000000002,49.12290493974399,0.0,22.0,0.0,32.51249999999999
2949,0.0,0.6,0.0,4.107825191113079e-15,10.351429072627452,-0.7085308333333379,49.120568540528765,0.0,22.0,0.0,32.55925000000015
2950,0.0,0.6,0.0,0.0,10.245126072627452,-0.7086866666666671,49.11823235027809,0.0,22.0,0.0,32.60600000000014
2951,0.0,0.67,0.0,0.0,10.128299697627451,-0.7788425000000003,49.115896368973296,0.0,22.0,0.0,32.6527500000001
2952,0.0,0.46,0.0,1.9984014443252818e-15,10.04294994762745,-0.5689983333333354,49.113560596595676,0.0,22.0,0.0,32.699500000000015
2953,0.0,0.46,0.0,2.220446049250313e-16,9.957576822627452,-0.5691541666666673,49.11122503312655,0.0,22.0,0.0,32.74625000000013
2954,0.0,0.46,0.0,1.3322676295501878e-15,9.872182447627452,-0.5692958333333351,49.108889678547236,0.0,22.0,0.0,32.78875000000014
2955,0.0,0.46,0.0,2.3314683517128287e-15,9.78676469762745,-0.5694516666666695,49.10655453283905,0.0,22.0,0.0,32.83550000000013
2956,0.0,0.46,0.0,2.55351295663786e-15,9.701325697627452,-0.5695933333333364,49.10421959598331,0.0,22.0,0.0,32.87800000000014
2957,0.0,0.46,0.0,1.2212453270876722e-15,9.615867572627451,-0.569720833333335,49.10188486796134,0.0,22.0,0.0,32.91625000000013
2958,0.0,0.46,0.0,6.661338147750939e-16,9.53038819762745,-0.569862500000001,49.09955034875445,0.0,22.0,0.0,32.95875000000012
2959,0.0,2.45,0.0,0.0,9.14638757262745,-2.5600041666666673,49.09721603834398,0.0,22.0,0.0,33.00125000000014
2960,0.0,2.11,0.0,1.7763568394002505e-15,8.81336782262745,-2.220131666666669,49.09488193671124,0.0,22.0,0.0,33.03950000000013
2961,0.0,2.11,0.0,0.0,8.48032894762745,-2.2202591666666667,49.09254804383757,0.0,22.0,0.0,33.077749999999995
2962,0.0,2.11,0.0,2.6645352591003757e-15,8.147270947627451,-2.2203866666666694,49.0902143597043,0.0,22.0,0.0,33.11600000000006
2963,0.0,2.11,0.0,8.881784197001252e-16,7.814193822627451,-2.2205141666666677,49.08788088429275,0.0,22.0,0.0,33.15425000000012
2964,0.0,2.11,0.0,4.440892098500626e-16,7.481099697627451,-2.220627500000001,49.08554761758426,0.0,22.0,0.0,33.18825000000014
2965,0.0,2.11,0.0,3.552713678800501e-15,7.14798644762745,-2.220755000000003,49.08321455956016,0.0,22.0,0.0,33.22649999999996
2966,0.0,2.11,0.0,3.1086244689504383e-15,6.81485619762745,-2.2208683333333368,49.08088171020179,0.0,22.0,0.0,33.26050000000009
2967,0.0,2.11,0.0,3.552713678800501e-15,6.48170894762745,-2.2209816666666704,49.07854906949048,0.0,22.0,0.0,33.29450000000014
2968,0.0,2.11,0.0,3.552713678800501e-15,6.1485446976274485,-2.2210950000000036,49.07621663740756,0.0,22.0,0.0,33.328500000000005
2969,0.0,2.11,0.0,0.0,5.8153655726274485,-2.221194166666667,49.0738844139344,0.0,22.0,0.0,33.35825000000015
2970,0.0,2.11,0.0,0.0,5.482169447627449,-2.2213075,49.07155239905232,0.0,22.0,0.0,33.39224999999999
2971,0.0,2.11,0.0,0.0,5.148958447627449,-2.2214066666666668,49.069220592742674,0.0,22.0,0.0,33.42200000000013
2972,0.0,2.11,0.0,0.0,4.815732572627449,-2.2215058333333335,49.06688899498679,0.0,22.0,0.0,33.45175000000005
2973,0.0,2.11,0.0,0.0,4.482491822627448,-2.2216050000000003,49.06455760576604,0.0,22.0,0.0,33.48150000000014
2974,0.0,2.11,0.0,4.440892098500626e-16,4.149236197627449,-2.2217041666666675,49.06222642506175,0.0,22.0,0.0,33.5112500000001
2975,0.0,2.11,0.0,8.881784197001252e-16,3.8159678226274485,-2.2217891666666674,49.059895452855294,0.0,22.0,0.0,33.536750000000026
2976,0.0,2.11,0.0,4.440892098500626e-16,3.4826845726274485,-2.221888333333334,49.05756468912801,0.0,22.0,0.0,33.56650000000015
2977,0.0,2.11,0.0,8.881784197001252e-16,3.149388572627448,-2.2219733333333345,49.05523413386125,0.0,22.0,0.0,33.592000000000134
2978,0.0,2.11,0.0,1.3322676295501878e-15,2.816079822627448,-2.222058333333335,49.052903787036364,0.0,22.0,0.0,33.61750000000008
2979,0.0,2.11,0.0,8.881784197001252e-16,2.482760447627448,-2.222129166666668,49.05057364863473,0.0,22.0,0.0,33.63875000000007
2980,0.0,0.12,0.0,7.216449660063518e-16,2.447928322627448,-0.2322141666666674,49.04824371863769,0.0,22.0,0.0,33.664249999999996
2981,0.0,0.12,0.0,8.604228440844963e-16,2.413085572627448,-0.23228500000000082,49.04591399702662,0.0,22.0,0.0,33.68549999999999
2982,0.0,0.12,0.0,8.326672684688674e-16,2.3782300726274475,-0.2323700000000013,49.04358448378286,0.0,22.0,0.0,33.71100000000013
2983,0.0,0.12,0.0,6.106226635438361e-16,2.3433639476274473,-0.23244083333333443,49.04125517888779,0.0,22.0,0.0,33.73225000000015
2984,0.0,0.12,0.0,0.0,2.3084893226274477,-0.23249749999999914,49.03892608232277,0.0,22.0,0.0,33.749249999999975
2985,0.0,0.12,0.0,0.0,2.273604072627448,-0.23256833333333304,49.03659719406917,0.0,22.0,0.0,33.77049999999997
2986,0.0,0.12,0.0,3.885780586188048e-16,2.2387103226274476,-0.23262500000000053,49.034268514108355,0.0,22.0,0.0,33.78750000000004
2987,0.0,0.12,0.0,0.0,2.203805947627448,-0.2326958333333327,49.0319400424217,0.0,22.0,0.0,33.80875000000003
2988,0.0,0.12,0.0,0.0,2.168893072627448,-0.23275250000000014,49.02961177899058,0.0,22.0,0.0,33.8257500000001
2989,0.0,0.12,0.0,4.718447854656915e-16,2.133971697627448,-0.23280916666666762,49.02728372379635,0.0,22.0,0.0,33.842750000000144
2990,0.0,0.12,0.0,1.2490009027033011e-15,2.0990439476274476,-0.23285166666666843,49.02495587682041,0.0,22.0,0.0,33.85550000000015
2991,0.0,0.12,0.0,0.0,2.0641076976274477,-0.23290833333333308,49.02262823804412,0.0,22.0,0.0,33.87250000000002
2992,0.0,0.12,0.0,0.0,2.029165072627448,-0.23295083333333366,49.020300807448876,0.0,22.0,0.0,33.885250000000134
2993,0.0,0.12,0.0,1.4988010832439613e-15,1.9942160726274476,-0.2329933333333353,49.01797358501604,0.0,22.0,0.0,33.89800000000014
2994,0.0,0.12,0.0,3.885780586188048e-16,1.9592606976274476,-0.233035833333334,49.01564657072701,0.0,22.0,0.0,33.91075000000008
2995,0.0,0.12,0.0,0.0,1.9242989476274475,-0.23307833333333333,49.01331976456316,0.0,22.0,0.0,33.92350000000013
2996,0.0,0.12,0.0,0.0,1.8893329476274476,-0.2331066666666667,49.01099316650588,0.0,22.0,0.0,33.93200000000007
2997,0.0,0.33,0.0,9.43689570931383e-16,1.8228605726274474,-0.44314916666666804,49.00866677653655,0.0,22.0,0.0,33.94475000000013
2998,0.0,0.33,0.0,6.661338147750939e-16,1.7563839476274472,-0.4431775000000009,49.00634059463657,0.0,22.0,0.0,33.95325000000007
2999,0.0,0.33,0.0,2.7755575615628914e-16,1.689903072627447,-0.44320583333333413,49.00401462078732,0.0,22.0,0.0,33.961750000000144
3000,0.0,0.33,0.0,3.885780586188048e-16,1.623417947627447,-0.44323416666666754,49.001688854970205,0.0,22.0,0.0,33.970250000000135
3001,0.0,0.33,0.0,6.106226635438361e-16,1.5569306976274468,-0.4432483333333342,48.999363297166596,0.0,22.0,0.0,33.97450000000006
3002,0.0,0.33,0.0,4.996003610813204e-16,1.4904391976274467,-0.44327666666666765,48.99703794735791,0.0,22.0,0.0,33.98300000000014
3003,0.0,0.33,0.0,4.996003610813204e-16,1.4239455726274466,-0.4432908333333343,48.99471280552554,0.0,22.0,0.0,33.98725000000014
3004,0.0,0.33,0.0,4.996003610813204e-16,1.3574498226274465,-0.44330500000000095,48.992387871650884,0.0,22.0,0.0,33.99150000000013
3005,0.0,0.33,0.0,5.551115123125783e-17,1.2909519476274465,-0.44331916666666693,48.99006314571534,0.0,22.0,0.0,33.99575000000006
3006,0.0,0.33,0.0,5.551115123125783e-17,1.2244540726274464,-0.44331916666666693,48.98773862770031,0.0,22.0,0.0,33.99575000000006
3007,0.0,0.33,0.0,5.551115123125783e-17,1.1579540726274464,-0.44333333333333336,48.9854143175872,0.0,22.0,0.0,33.999999999999986
3008,0.0,0.33,0.0,5.551115123125783e-17,1.0914540726274464,-0.44333333333333336,48.983090215357414,0.0,22.0,0.0,33.999999999999986
3009,0.0,0.33,0.0,5.551115123125783e-17,1.0249540726274466,-0.44333333333333336,48.98076632099236,0.0,22.0,0.0,33.999999999999986
3010,0.0,0.33,0.0,5.551115123125783e-17,0.9584540726274465,-0.44333333333333336,48.97844263447344,0.0,22.0,0.0,33.999999999999986
3011,0.0,0.33,0.0,5.551115123125783e-17,0.8919540726274465,-0.44333333333333336,48.97611915578208,0.0,22.0,0.0,33.999999999999986
3012,0.0,0.33,40.44331916666667,0.0,3.8919540726274464,20.0,48.97379588489968,0.0,22.0,0.0,33.99575000000006
3013,0.0,0.33,0.44330499999999873,0.0,0.8919540726274464,-20.0,48.97147282180766,0.0,22.0,0.0,33.99150000000013
3014,0.0,0.33,40.443290833333336,7.105427357601002e-15,3.8919540726274464,20.0,48.96914996648743,0.0,22.0,0.0,33.98725000000014
3015,0.0,0.33,0.4432766666666659,0.0,0.8919540726274464,-20.0,48.96682731892041,0.0,22.0,0.0,33.98300000000014
3016,0.0,0.33,40.443262499999996,0.0,3.8919540726274464,20.0,48.96450487908802,0.0,22.0,0.0,33.97874999999999
3017,0.0,0.33,40.44324833333333,0.0,6.891954072627446,20.0,48.96218264697168,0.0,22.0,0.0,33.97450000000006
3018,0.0,0.33,0.44322000000000017,0.0,3.8919540726274464,-20.0,48.9598606225528,0.0,22.0,0.0,33.96600000000014
3019,0.0,0.12,14.286831182483692,0.0,3.0,-5.946360484182976,48.957538805812824,0.0,22.0,0.0,33.957499999999996
3020,0.0,0.12,40.23316333333334,7.105427357601002e-15,6.0,20.0,48.955217196733166,0.0,22.0,0.0,33.94900000000014
3021,0.0,0.12,0.23313500000000076,0.0,3.0,-20.0,48.95289579529525,0.0,22.0,0.0,33.94050000000013
3022,0.0,0.12,0.23309250000000148,0.0,0.0,-20.0,48.95057460148051,0.0,22.0,0.0,33.927750000000145
3023,0.0,0.12,40.233064166666665,0.0,3.0,20.0,48.94825361527039,0.0,22.0,0.0,33.91925000000013
3024,0.0,0.12,40.23302166666667,7.105427357601002e-15,6.0,20.0,48.9459328366463,0.0,22.0,0.0,33.90650000000015
3025,0.0,0.12,0.23297916666666652,0.0,3.0,-20.0,48.943612265589685,0.0,22.0,0.0,33.89375000000001
3026,0.0,0.12,40.23293666666667,0.0,6.0,20.0,48.94129190208197,0.0,22.0,0.0,33.88100000000014
3027,0.0,0.12,40.23289416666667,0.0,9.0,20.0,48.93897174610461,0.0,22.0,0.0,33.86825000000009
3028,0.0,0.12,26.89950416666667,0.0,10.0,6.666666666666667,48.93665179763904,0.0,22.0,0.0,33.85125000000002
3029,0.0,0.12,40.23278083333334,7.105427357601002e-15,13.0,20.0,48.934332056666676,0.0,22.0,0.0,33.834250000000154
3030,0.0,0.12,40.23272416666667,7.105427357601002e-15,16.0,20.0,48.932012523168986,0.0,22.0,0.0,33.81725000000013
3031,0.0,0.12,40.232667500000005,7.105427357601002e-15,19.0,20.0,48.92969319712741,0.0,22.0,0.0,33.80025000000013
3032,0.0,0.12,20.232610833333336,0.0,22.0,20.0,48.927374078523385,0.0,22.0,0.0,33.78325000000011
3033,0.0,0.12,20.23254,0.0,25.0,20.0,48.92505516733837,0.0,22.0,0.0,33.762000000000114
3034,0.0,0.12,40.232483333333334,0.0,28.0,20.0,48.922736463553804,0.0,22.0,0.0,33.74500000000005
3035,0.0,0.12,0.23241250000000235,3.552713678800501e-15,25.0,-20.0,48.92041796715113,0.0,22.0,0.0,33.72375000000005
3036,0.0,0.12,40.23234166666667,7.105427357601002e-15,28.0,20.0,48.91809967811182,0.0,22.0,0.0,33.70250000000006
3037,0.0,0.12,40.23225666666667,7.105427357601002e-15,31.0,20.0,48.91578159641731,0.0,22.0,0.0,33.677000000000135
3038,0.0,0.12,0.23218583333333598,3.552713678800501e-15,28.0,-20.0,48.91346372204907,0.0,22.0,0.0,33.65575000000014
3039,0.0,0.12,40.232100833333334,0.0,31.0,20.0,48.91114605498854,0.0,22.0,0.0,33.63025000000013
3040,0.0,0.12,20.23203,0.0,34.0,20.0,48.908828595217194,0.0,22.0,0.0,33.60900000000014
3041,0.0,0.12,40.231944999999996,0.0,37.0,20.0,48.90651134271649,0.0,22.0,0.0,33.58350000000014
3042,0.0,0.12,20.231845833333335,0.0,40.0,20.0,48.90419429746789,0.0,22.0,0.0,33.55375000000009
3043,0.0,0.3,0.4117608333333358,3.552713678800501e-15,37.0,-20.0,48.90187745945285,0.0,22.0,0.0,33.52825000000013
3044,0.0,0.3,40.41166166666667,0.0,40.0,20.0,48.89956082865283,0.0,22.0,0.0,33.49850000000016
3045,0.0,0.12,40.23157666666667,7.105427357601002e-15,43.0,20.0,48.89724440504932,0.0,22.0,0.0,33.47300000000004
3046,0.0,0.12,40.2314775,0.0,46.0,20.0,48.894928188623766,0.0,22.0,0.0,33.44325000000015
3047,0.0,0.12,40.23137833333334,7.105427357601002e-15,49.0,20.0,48.89261217935765,0.0,22.0,0.0,33.413499999999985
3048,0.0,0.12,0.2312650000000005,0.0,46.0,-20.0,48.890296377232445,0.0,22.0,0.0,33.37950000000014
3049,0.0,0.12,0.2311658333333355,3.552713678800501e-15,43.0,-20.0,48.88798078222962,0.0,22.0,0.0,33.34975
3050,0.0,0.12,40.231052500000004,7.105427357601002e-15,46.0,20.0,48.885665394330644,0.0,22.0,0.0,33.315750000000136
3051,0.0,0.12,0.23093916666666914,3.552713678800501e-15,43.0,-20.0,48.883350213517005,0.0,22.0,0.0,33.28175000000009
3052,0.0,0.26,40.370825833333335,0.0,46.0,20.0,48.881035239770185,0.0,22.0,0.0,33.24775000000015
3053,0.0,0.26,40.370712499999996,0.0,49.0,20.0,48.878720473071645,0.0,22.0,0.0,33.213750000000154
3054,0.0,0.26,40.370585000000005,7.105427357601002e-15,52.0,20.0,48.87640591340289,0.0,22.0,0.0,33.17550000000011
3055,0.0,0.26,20.370471666666667,0.0,55.0,20.0,48.874091560745384,0.0,22.0,0.0,33.14149999999998
3056,0.0,0.44,40.55034416666667,7.105427357601002e-15,58.0,20.0,48.87177741508062,0.0,22.0,0.0,33.10325000000014
3057,0.0,0.44,40.55021666666667,7.105427357601002e-15,61.0,20.0,48.86946347639009,0.0,22.0,0.0,33.06500000000015
3058,0.0,0.26,40.37008916666667,7.105427357601002e-15,64.0,20.0,48.86714974465527,0.0,22.0,0.0,33.02675000000015
3059,0.0,0.26,40.369947499999995,0.0,67.0,20.0,48.864836219857665,0.0,22.0,0.0,32.98425000000014
3060,0.0,0.26,40.369820000000004,7.105427357601002e-15,70.0,20.0,48.862522901978764,0.0,22.0,0.0,32.9460000000001
3061,0.0,0.26,40.36967833333334,7.105427357601002e-15,73.0,20.0,48.86020979100005,0.0,22.0,0.0,32.90350000000011
3062,0.0,0.26,40.36953666666666,0.0,76.0,20.0,48.85789688690303,0.0,22.0,0.0,32.86100000000012
3063,0.0,0.26,40.369395,0.0,79.0,20.0,48.85558418966918,0.0,22.0,0.0,32.81850000000013
3064,0.0,0.47,40.579253333333334,0.0,82.0,20.0,48.85327169928003,0.0,22.0,0.0,32.77600000000014
3065,0.0,0.47,40.5790975,7.105427357601002e-15,85.0,20.0,48.85095941571706,0.0,22.0,0.0,32.729250000000135
3066,0.0,0.47,40.578941666666665,0.0,88.0,20.0,48.84864733896177,0.0,22.0,0.0,32.68250000000015
3067,0.0,0.47,40.57878583333333,0.0,91.0,20.0,48.84633546899566,0.0,22.0,0.0,32.63575000000003
3068,0.0,0.47,40.57863,0.0,94.0,20.0,48.84402380580026,0.0,22.0,0.0,32.58900000000011
3069,0.0,0.64,40.74847416666667,0.0,97.0,20.0,48.84171234935705,0.0,22.0,0.0,32.54225000000013
3070,0.0,0.51,40.618318333333335,0.0,100.0,20.0,48.83940109964755,0.0,22.0,0.0,32.49550000000014
3071,0.0,0.33,0.0,6.661338147750939e-16,99.93427775,-0.43814833333333425,48.83709005665328,0.0,22.0,0.0,32.444500000000076
3072,0.0,0.33,0.0,0.0,99.868581,-0.4379783333333336,48.834779220355735,0.0,22.0,0.0,32.393500000000145
3073,0.0,0.33,0.0,0.0,99.80290975000001,-0.4378083333333329,48.832468590736426,0.0,22.0,0.0,32.34250000000003
3074,0.0,0.33,0.0,2.220446049250313e-16,99.73726400000002,-0.437638333333334,48.83015816777688,0.0,22.0,0.0,32.29150000000014
3075,0.0,0.33,0.0,5.895284260759581e-14,99.67164375000002,-0.43746833333339225,48.82784795145861,0.0,22.0,0.0,32.24049999999998
3076,0.0,0.33,0.0,8.881784197001252e-16,99.60605112500002,-0.43728416666666803,48.82553794176313,0.0,22.0,0.0,32.185250000000146
3077,0.0,0.33,0.0,6.661338147750939e-16,99.54048400000002,-0.43711416666666736,48.82322813867197,0.0,22.0,0.0,32.13425000000001
3078,0.0,0.33,0.0,0.0,99.47494450000002,-0.43693000000000026,48.820918542166645,0.0,22.0,0.0,32.07900000000012
3079,0.0,0.33,0.0,1.942890293094024e-14,99.40943262500002,-0.43674583333335315,48.818609152228674,0.0,22.0,0.0,32.023750000000106
3080,0.0,0.33,0.0,5.745404152435185e-14,99.34394837500001,-0.4365616666667241,48.81629996883958,0.0,22.0,0.0,31.968499999999977
3081,0.0,0.33,0.0,1.4488410471358293e-14,99.27849387500001,-0.4363633333333483,48.81399099198091,0.0,22.0,0.0,31.90900000000014
3082,0.0,0.51,0.0,1.1102230246251565e-16,99.18606912500002,-0.6161650000000005,48.81168222163417,0.0,22.0,0.0,31.84950000000013
3083,0.0,0.51,0.0,3.1308289294429414e-14,99.09367200000001,-0.615980833333365,48.809373657780895,0.0,22.0,0.0,31.79425000000009
3084,0.0,0.82,0.0,3.3306690738754696e-16,98.95480462500002,-0.9257825000000004,48.80706530040262,0.0,22.0,0.0,31.734750000000034
3085,0.0,0.82,0.0,4.39648317751562e-14,98.81596700000001,-0.9255841666667105,48.80475714948088,0.0,22.0,0.0,31.675249999999977
3086,0.0,0.62,0.0,2.3314683517128287e-15,98.70716125000001,-0.725371666666669,48.80244920499721,0.0,22.0,0.0,31.611499999999992
3087,0.0,0.62,0.0,3.3306690738754696e-16,98.59838525000002,-0.7251733333333341,48.800141466933134,0.0,22.0,0.0,31.552000000000135
3088,0.0,0.62,0.0,3.3306690738754696e-16,98.48964112500002,-0.7249608333333342,48.797833935270205,0.0,22.0,0.0,31.48825000000015
3089,0.0,2.55,0.0,6.217248937900877e-15,98.09142887500002,-2.6547483333333393,48.79552660998996,0.0,22.0,0.0,31.424499999999966
3090,0.0,2.55,0.0,1.865174681370263e-14,97.69324850000001,-2.6545358333333517,48.79321949107394,0.0,22.0,0.0,31.36074999999998
3091,0.0,2.55,0.0,3.108624468950438e-14,97.29510000000002,-2.6543233333333642,48.790912578503686,0.0,22.0,0.0,31.296999999999997
3092,0.0,2.55,0.0,4.3076653355456074e-14,96.896983375,-2.6541108333333763,48.78860587226073,0.0,22.0,0.0,31.233250000000012
3093,0.0,2.55,0.0,8.881784197001252e-16,96.49890075,-2.6538841666666677,48.786299372326646,0.0,22.0,0.0,31.1652500000001
3094,0.0,2.55,0.0,4.1744385725905886e-14,96.100852125,-2.653657500000042,48.78399307868296,0.0,22.0,0.0,31.097250000000145
3095,0.0,2.55,0.0,1.3322676295501878e-15,95.7028375,-2.653430833333335,48.78168699131123,0.0,22.0,0.0,31.02925000000012
3096,0.0,2.55,0.0,4.1300296516055823e-14,95.304856875,-2.6532041666667077,48.779381110193,0.0,22.0,0.0,30.961250000000007
3097,0.0,2.55,0.0,4.440892098500626e-16,94.90691025000001,-2.6529775000000004,48.77707543530983,0.0,22.0,0.0,30.893250000000094
3098,0.0,2.55,0.0,8.881784197001252e-16,94.50899975000002,-2.6527366666666676,48.774769966643284,0.0,22.0,0.0,30.821000000000144
3099,0.0,2.55,0.0,2.7977620220553945e-14,94.11112325,-2.652510000000028,48.7724647041749,0.0,22.0,0.0,30.752999999999986
3100,0.0,2.55,0.0,1.4210854715202004e-14,93.713282875,-2.6522691666666813,48.770159647886246,0.0,22.0,0.0,30.680750000000145
3101,0.0,2.55,0.0,8.881784197001252e-16,93.315478625,-2.6520283333333348,48.76785479775887,0.0,22.0,0.0,30.60850000000015
3102,0.0,2.55,0.0,8.881784197001252e-16,92.91771050000001,-2.651787500000001,48.76555015377435,0.0,22.0,0.0,30.53625000000011
3103,0.0,2.55,0.0,3.064215547965432e-14,92.519980625,-2.6515325000000303,48.763245715914245,0.0,22.0,0.0,30.459749999999985
3104,0.0,2.55,0.0,1.7319479184152442e-14,92.122286875,-2.651291666666684,48.760941484160114,0.0,22.0,0.0,30.387500000000124
3105,0.0,2.55,0.0,5.906386491005833e-14,91.72463137499999,-2.6510366666667258,48.75863745849352,0.0,22.0,0.0,30.31100000000002
3106,0.0,2.55,0.0,0.0,91.32701412499999,-2.650781666666667,48.75633363889603,0.0,22.0,0.0,30.234500000000143
3107,0.0,2.55,0.0,7.105427357601002e-15,90.929435125,-2.650526666666674,48.75403002534923,0.0,22.0,0.0,30.15800000000013
3108,0.0,2.55,0.0,4.440892098500626e-16,90.531894375,-2.650271666666667,48.75172661783468,0.0,22.0,0.0,30.081500000000005
3109,0.0,2.55,0.0,2.353672812205332e-14,90.13439187499999,-2.6500166666666902,48.74942341633395,0.0,22.0,0.0,30.005000000000127
3110,0.0,2.55,0.0,0.0,89.73692975,-2.6497475,48.747120420828615,0.0,22.0,0.0,29.924250000000143
3111,0.0,2.55,0.0,1.4210854715202004e-14,89.339508,-2.649478333333348,48.74481763130026,0.0,22.0,0.0,29.843500000000134
3112,0.0,2.55,0.0,4.440892098500626e-16,88.94212449999999,-2.6492233333333335,48.74251504773044,0.0,22.0,0.0,29.76700000000001
3113,0.0,2.55,0.0,4.884981308350689e-15,88.5447835,-2.648940000000005,48.74021267010077,0.0,22.0,0.0,29.68200000000003
3114,0.0,2.55,0.0,8.881784197001252e-16,88.147482875,-2.648670833333334,48.73791049839279,0.0,22.0,0.0,29.60124999999998
3115,0.0,2.55,0.0,1.3322676295501878e-15,87.750222625,-2.6484016666666683,48.735608532588124,0.0,22.0,0.0,29.520500000000148
3116,0.0,2.55,0.0,1.199040866595169e-14,87.353004875,-2.6481183333333456,48.73330677266833,0.0,22.0,0.0,29.435500000000147
3117,0.0,2.55,0.0,2.886579864025407e-14,86.95582962499999,-2.6478350000000286,48.731005218614996,0.0,22.0,0.0,29.35049999999997
3118,0.0,2.55,0.0,1.3322676295501878e-15,86.55869475,-2.647565833333335,48.72870387040971,0.0,22.0,0.0,29.269750000000137
3119,0.0,2.55,0.0,0.0,86.1616045,-2.647268333333333,48.72640272803407,0.0,22.0,0.0,29.18050000000001
3120,0.0,2.55,0.0,1.021405182655144e-14,85.76455675,-2.64698500000001,48.72410179146966,0.0,22.0,0.0,29.09550000000003
3121,0.0,2.55,0.0,2.6645352591003757e-14,85.36755149999999,-2.646701666666693,48.72180106069807,0.0,22.0,0.0,29.01050000000005
3122,0.0,2.55,0.0,3.019806626980426e-14,84.97059087499998,-2.6464041666666973,48.71950053570091,0.0,22.0,0.0,28.921250000000143
3123,0.0,2.55,0.0,3.375077994860476e-14,84.57367487499998,-2.6461066666667006,48.71720021645976,0.0,22.0,0.0,28.832000000000125
3124,0.0,2.55,0.0,0.0,84.17680349999999,-2.645809166666666,48.71490010295622,0.0,22.0,0.0,28.742749999999972
3125,0.0,2.55,0.0,8.881784197001252e-16,83.77997674999999,-2.6455116666666676,48.71260019517189,0.0,22.0,0.0,28.653500000000065
3126,0.0,2.55,0.0,4.440892098500626e-16,83.38319462499999,-2.6452141666666673,48.71030049308837,0.0,22.0,0.0,28.564250000000136
3127,0.0,2.55,0.0,0.0,82.986457125,-2.644916666666667,48.70800099668727,0.0,22.0,0.0,28.47500000000014
3128,0.0,2.55,0.0,4.440892098500626e-16,82.589766375,-2.6446050000000003,48.705701705950176,0.0,22.0,0.0,28.38150000000006
3129,0.0,2.69,0.0,4.440892098500626e-16,82.172122375,-2.784293333333334,48.70340262085871,0.0,22.0,0.0,28.288000000000135
3130,0.0,2.69,0.0,0.0,81.754525125,-2.7839816666666657,48.70110374139448,0.0,22.0,0.0,28.194500000000033
3131,0.0,2.69,0.0,4.440892098500626e-16,81.33697462500001,-2.7836700000000008,48.69880506753909,0.0,22.0,0.0,28.10100000000013
3132,0.0,2.89,0.0,1.509903313490213e-14,80.889470875,-2.9833583333333484,48.696506599274144,0.0,22.0,0.0,28.007500000000007
3133,0.0,2.89,0.0,5.329070518200751e-15,80.442013875,-2.983046666666673,48.69420833658127,0.0,22.0,0.0,27.91400000000015
3134,0.0,2.89,0.0,0.0,79.99460575,-2.9827208333333335,48.69191027944206,0.0,22.0,0.0,27.816250000000053
3135,0.0,2.89,0.0,3.019806626980426e-14,79.5472465,-2.9823950000000305,48.689612427838156,0.0,22.0,0.0,27.718500000000134
3136,0.0,2.89,0.0,8.43769498715119e-15,79.099936125,-2.9820691666666757,48.687314781751155,0.0,22.0,0.0,27.62075000000013
3137,0.0,2.89,0.0,4.440892098500626e-16,78.652674625,-2.981743333333334,48.685017341162684,0.0,22.0,0.0,27.523000000000053
